Everton v Southampton Match Odds OPEN DATE: 03:00:00 Southampton,
03:00:00,0.36101083
03:00:05,0.36101083
03:00:10,0.36101083
03:00:15,0.451467269
03:00:20,0.451467269
03:00:25,0.36101083
03:00:30,0.364963504
03:00:35,0.364963504
03:00:40,0.364963504
03:00:45,0.366300366
03:00:50,0.366300366
03:00:55,0.367647059
03:01:00,0.37037037
03:01:05,0.366300366
03:01:10,0.36900369
03:01:15,0.37037037
03:01:20,0.37037037
03:01:25,0.36900369
03:01:30,0.36900369
03:01:35,0.37037037
03:01:40,0.36900369
03:01:45,0.36900369
03:01:50,0.367647059
03:01:55,0.363636364
03:02:00,0.36900369
03:02:05,0.371747212
03:02:10,0.371747212
03:02:15,0.364963504
03:02:20,0.364963504
03:02:25,0.363636364
03:02:30,0.363636364
03:02:35,0.36101083
03:02:40,0.36101083
03:02:45,0.363636364
03:02:50,0.362318841
03:02:55,0.363636364
03:03:02,0.364963504
03:03:06,0.364963504
03:03:10,0.364963504
03:03:16,0.364963504
03:03:20,0.364963504
03:03:25,0.363636364
03:03:30,0.363636364
03:03:35,0.363636364
03:03:40,0.362318841
03:03:45,0.362318841
03:03:50,0.363636364
03:03:55,0.364963504
03:04:00,0.364963504
03:04:05,0.364963504
03:04:10,0.367647059
03:04:15,0.367647059
03:04:20,0.367647059
03:04:25,0.367647059
03:04:30,0.367647059
03:04:35,0.366300366
03:04:40,0.367647059
03:04:45,0.371747212
03:04:50,0.36900369
03:04:55,0.367647059
03:05:00,0.367647059
03:05:05,0.366300366
03:05:10,0.366300366
03:05:15,0.366300366
03:05:20,0.366300366
03:05:25,0.366300366
03:05:30,0.366300366
03:05:35,0.363636364
03:05:40,0.366300366
03:05:45,0.367647059
03:05:51,0.363636364
03:05:56,0.36900369
03:06:01,0.367647059
03:06:06,0.367647059
03:06:11,0.367647059
03:06:16,0.371747212
03:06:21,0.371747212
03:06:27,0.36900369
03:06:31,0.367647059
03:06:36,0.366300366
03:06:41,0.366300366
03:06:46,0.36900369
03:06:51,0.36900369
03:06:56,0.371747212
03:07:01,0.371747212
03:07:06,0.371747212
03:07:11,0.37037037
03:07:15,0.37037037
03:07:20,0.37037037
03:07:25,0.37037037
03:07:30,0.37037037
03:07:35,0.371747212
03:07:40,0.371747212
03:07:45,0.36900369
03:07:50,0.36900369
03:07:55,0.364963504
03:08:00,0.367647059
03:08:05,0.367647059
03:08:10,0.363636364
03:08:15,0.363636364
03:08:20,0.36101083
03:08:25,0.36101083
03:08:30,0.367647059
03:08:35,0.367647059
03:08:40,0.36900369
03:08:45,0.36900369
03:08:50,0.36900369
03:08:55,0.36900369
03:09:00,0.36900369
03:09:05,0.367647059
03:09:10,0.367647059
03:09:15,0.367647059
03:09:20,0.36900369
03:09:25,0.36900369
03:09:30,0.367647059
03:09:35,0.367647059
03:09:40,0.37593985
03:09:45,0.374531835
03:09:50,0.37593985
03:09:55,0.371747212
03:10:00,0.371747212
03:10:05,0.37037037
03:10:10,0.367647059
03:10:15,0.367647059
03:10:20,0.367647059
03:10:25,0.367647059
03:10:30,0.366300366
03:10:36,0.36900369
03:10:40,0.366300366
03:10:45,0.364963504
03:10:50,0.364963504
03:10:55,0.364963504
03:11:00,0.364963504
03:11:05,0.364963504
03:11:10,0.366300366
03:11:15,0.366300366
03:11:20,0.366300366
03:11:25,0.37037037
03:11:30,0.373134328
03:11:35,0.371747212
03:11:40,0.371747212
03:11:45,0.377358491
03:11:50,0.377358491
03:11:56,0.377358491
03:12:00,0.377358491
03:12:05,0.377358491
03:12:10,0.377358491
03:12:15,0.377358491
03:12:21,0.377358491
03:12:26,0.378787879
03:12:31,0.378787879
03:12:36,0.373134328
03:12:41,0.373134328
03:12:46,0.37593985
03:12:51,0.37593985
03:12:57,0.37593985
03:13:03,0.374531835
03:13:07,0.374531835
03:13:12,0.377358491
03:13:18,0.377358491
03:13:22,0.378787879
03:13:28,0.378787879
03:13:32,0.378787879
03:13:37,0.378787879
03:13:42,0.373134328
03:13:47,0.371747212
03:13:51,0.371747212
03:13:59,0.37037037
03:14:01,0.37037037
03:14:07,0.37037037
03:14:12,0.37037037
03:14:16,0.37037037
03:14:22,0.37037037
03:14:26,0.374531835
03:14:33,0.374531835
03:14:38,0.37037037
03:14:43,0.371747212
03:14:48,0.373134328
03:14:53,0.371747212
03:14:57,0.371747212
03:15:02,0.37037037
03:15:07,0.37037037
03:15:12,0.37037037
03:15:17,0.37037037
03:15:22,0.36900369
03:15:27,0.366300366
03:15:32,0.364963504
03:15:37,0.364963504
03:15:42,0.396039604
03:15:47,0.147058824
03:15:52,0.147058824
03:15:57,0.143884892
03:16:02,0.161290323
03:16:07,0.17699115
03:16:14,0.175438596
03:16:17,0.17699115
03:16:22,0.178571429
03:16:28,0.17699115
03:16:34,0.181818182
03:16:38,0.183486239
03:16:42,0.185185185
03:16:47,0.185185185
03:16:53,0.185185185
03:16:58,0.183486239
03:17:02,0.185185185
03:17:08,0.186915888
03:17:12,0.185185185
03:17:17,0.183486239
03:17:22,0.183486239
03:17:27,0.181818182
03:17:32,0.18018018
03:17:37,0.181818182
03:17:42,0.185185185
03:17:48,0.185185185
03:17:52,0.18018018
03:17:58,0.18018018
03:18:02,0.178571429
03:18:07,0.186915888
03:18:12,0.186915888
03:18:17,0.18018018
03:18:22,0.18018018
03:18:28,0.18018018
03:18:32,0.17699115
03:18:37,0.17699115
03:18:42,0.183486239
03:18:47,0.183486239
03:18:52,0.183486239
03:18:59,0.18018018
03:19:02,0.181818182
03:19:08,0.173913043
03:19:13,0.175438596
03:19:18,0.175438596
03:19:23,0.17699115
03:19:28,0.17699115
03:19:33,0.17699115
03:19:38,0.175438596
03:19:43,0.17699115
03:19:48,0.172413793
03:19:53,0.170940171
03:19:58,0.170940171
03:20:03,0.170940171
03:20:08,0.175438596
03:20:13,0.168067227
03:20:18,0.168067227
03:20:23,0.168067227
03:20:28,0.165289256
03:20:33,0.163934426
03:20:38,0.163934426
03:20:42,0.163934426
03:20:47,0.163934426
03:20:53,0.161290323
03:20:58,0.15625
03:21:03,0.15625
03:21:08,0.163934426
03:21:13,0.163934426
03:21:18,0.161290323
03:21:23,0.158730159
03:21:28,0.158730159
03:21:33,0.158730159
03:21:38,0.158730159
03:21:43,0.158730159
03:21:48,0.158730159
03:21:54,0.158730159
03:21:59,0.158730159
03:22:04,0.15625
03:22:09,0.15625
03:22:13,0.15625
03:22:18,0.161290323
03:22:23,0.161290323
03:22:28,0.163934426
03:22:32,0.163934426
03:22:39,0.163934426
03:22:43,0.161290323
03:22:48,0.158730159
03:22:53,0.15625
03:22:58,0.15625
03:23:03,0.153846154
03:23:08,0.153846154
03:23:14,0.153846154
03:23:18,0.15625
03:23:23,0.158730159
03:23:30,0.158730159
03:23:33,0.158730159
03:23:38,0.153846154
03:23:43,0.153846154
03:23:49,0.153846154
03:23:53,0.153846154
03:23:59,0.153846154
03:24:03,0.158730159
03:24:08,0.158730159
03:24:14,0.158730159
03:24:18,0.161290323
03:24:23,0.161290323
03:24:28,0.161290323
03:24:33,0.161290323
03:24:38,0.161290323
03:24:45,0.158730159
03:24:49,0.161290323
03:24:53,0.161290323
03:24:58,0.158730159
03:25:03,0.158730159
03:25:08,0.158730159
03:25:13,0.158730159
03:25:19,0.158730159
03:25:23,0.158730159
03:25:28,0.158730159
03:25:33,0.158730159
03:25:38,0.158730159
03:25:43,0.158730159
03:25:48,0.158730159
03:25:53,0.158730159
03:25:58,0.158730159
03:26:03,0.158730159
03:26:08,0.158730159
03:26:13,0.15625
03:26:18,0.15625
03:26:23,0.15625
03:26:28,0.15625
03:26:33,0.15625
03:26:38,0.15625
03:26:43,0.15625
03:26:48,0.158730159
03:26:53,0.161290323
03:26:58,0.153846154
03:27:03,0.153846154
03:27:08,0.153846154
03:27:13,0.153846154
03:27:20,0.153846154
03:27:23,0.15625
03:27:28,0.158730159
03:27:33,0.158730159
03:27:38,0.153846154
03:27:43,0.15625
03:27:48,0.15625
03:27:53,0.149253731
03:27:58,0.149253731
03:28:03,0.153846154
03:28:08,0.149253731
03:28:13,0.149253731
03:28:18,0.149253731
03:28:23,0.151515152
03:28:28,0.151515152
03:28:33,0.151515152
03:28:38,0.151515152
03:28:43,0.153846154
03:28:48,0.153846154
03:28:53,0.153846154
03:28:58,0.153846154
03:29:03,0.153846154
03:29:08,0.153846154
03:29:13,0.153846154
03:29:18,0.153846154
03:29:23,0.153846154
03:29:28,0.15625
03:29:33,0.15625
03:29:38,0.153846154
03:29:43,0.158730159
03:29:48,0.15625
03:29:53,0.153846154
03:29:58,0.153846154
03:30:03,0.153846154
03:30:08,0.149253731
03:30:13,0.147058824
03:30:18,0.149253731
03:30:23,0.149253731
03:30:28,0.149253731
03:30:33,0.149253731
03:30:38,0.151515152
03:30:43,0.151515152
03:30:48,0.151515152
03:30:53,0.149253731
03:30:58,0.151515152
03:31:03,0.153846154
03:31:08,0.153846154
03:31:13,0.151515152
03:31:18,0.153846154
03:31:23,0.153846154
03:31:28,0.153846154
03:31:33,0.151515152
03:31:38,0.151515152
03:31:43,0.151515152
03:31:48,0.153846154
03:31:53,0.153846154
03:31:58,0.153846154
03:32:03,0.153846154
03:32:08,0.153846154
03:32:13,0.151515152
03:32:18,0.149253731
03:32:23,0.151515152
03:32:28,0.151515152
03:32:33,0.151515152
03:32:41,0.153846154
03:32:43,0.153846154
03:32:48,0.149253731
03:32:53,0.149253731
03:32:58,0.149253731
03:33:03,0.151515152
03:33:08,0.151515152
03:33:13,0.151515152
03:33:18,0.151515152
03:33:23,0.151515152
03:33:28,0.151515152
03:33:33,0.151515152
03:33:38,0.151515152
03:33:43,0.149253731
03:33:48,0.147058824
03:33:53,0.144927536
03:33:58,0.147058824
03:34:03,0.147058824
03:34:08,0.147058824
03:34:13,0.147058824
03:34:18,0.147058824
03:34:23,0.147058824
03:34:28,0.144927536
03:34:33,0.144927536
03:34:38,0.144927536
03:34:43,0.144927536
03:34:48,0.144927536
03:34:53,0.144927536
03:34:58,0.144927536
03:35:03,0.144927536
03:35:09,0.144927536
03:35:13,0.144927536
03:35:18,0.144927536
03:35:23,0.144927536
03:35:28,0.144927536
03:35:33,0.144927536
03:35:38,0.144927536
03:35:43,0.144927536
03:35:48,0.144927536
03:35:53,0.14084507
03:35:58,0.14084507
03:36:03,0.14084507
03:36:09,0.14084507
03:36:14,0.14084507
03:36:18,0.14084507
03:36:23,0.14084507
03:36:28,0.138888889
03:36:33,0.136986301
03:36:38,0.135135135
03:36:43,0.136986301
03:36:48,0.136986301
03:36:53,0.136986301
03:36:58,0.136986301
03:37:03,0.136986301
03:37:08,0.136986301
03:37:14,0.138888889
03:37:18,0.138888889
03:37:23,0.138888889
03:37:28,0.138888889
03:37:33,0.138888889
03:37:39,0.14084507
03:37:43,0.14084507
03:37:48,0.14084507
03:37:53,0.14084507
03:37:58,0.14084507
03:38:03,0.14084507
03:38:08,0.14084507
03:38:13,0.136986301
03:38:18,0.136986301
03:38:23,0.136986301
03:38:28,0.136986301
03:38:33,0.136986301
03:38:38,0.136986301
03:38:43,0.136986301
03:38:48,0.136986301
03:38:53,0.136986301
03:38:58,0.136986301
03:39:03,0.136986301
03:39:09,0.133333333
03:39:13,0.133333333
03:39:19,0.133333333
03:39:23,0.133333333
03:39:28,0.133333333
03:39:33,0.136986301
03:39:38,0.136986301
03:39:43,0.136986301
03:39:48,0.136986301
03:39:55,0.135135135
03:39:58,0.135135135
03:40:03,0.135135135
03:40:08,0.136986301
03:40:14,0.136986301
03:40:18,0.138888889
03:40:23,0.138888889
03:40:28,0.14084507
03:40:33,0.136986301
03:40:38,0.136986301
03:40:43,0.136986301
03:40:48,0.136986301
03:40:54,0.135135135
03:40:58,0.135135135
03:41:03,0.135135135
03:41:08,0.135135135
03:41:13,0.135135135
03:41:18,0.12987013
03:41:23,0.131578947
03:41:28,0.131578947
03:41:33,0.12987013
03:41:38,0.12987013
03:41:43,0.12987013
03:41:48,0.128205128
03:41:54,0.128205128
03:41:58,0.128205128
03:42:03,0.12987013
03:42:08,0.12987013
03:42:14,0.12987013
03:42:19,0.12987013
03:42:23,0.131578947
03:42:28,0.131578947
03:42:33,0.131578947
03:42:39,0.12987013
03:42:43,0.12987013
03:42:49,0.12987013
03:42:53,0.12987013
03:42:58,0.12987013
03:43:03,0.131578947
03:43:08,0.131578947
03:43:13,0.131578947
03:43:18,0.131578947
03:43:23,0.131578947
